,SID,location,timestamp,point_error,anomaly
9206,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 18:00:00,0.03449650128966964,No
9207,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 19:00:00,0.002526208997923896,No
9208,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 20:00:00,0.029038797605752963,No
9209,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 21:00:00,0.0014347334470487519,No
9210,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 22:00:00,0.000889487275242077,No
9211,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-06 23:00:00,0.0040621668634922715,No
9212,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 00:00:00,0.001585239214931492,No
9213,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 01:00:00,0.0024337475353430516,No
9214,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 02:00:00,0.005135901685687974,No
9215,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 03:00:00,0.002486823910501345,No
9216,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 04:00:00,0.00484239104095171,No
9217,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 05:00:00,0.08056347717543193,No
9218,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 06:00:00,0.01020702928095974,No
9219,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 07:00:00,0.02466430223870507,No
9220,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 08:00:00,0.49130593886612384,No
9221,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 09:00:00,0.1006274720583459,No
9222,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 10:00:00,0.15655459125473775,No
9223,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 11:00:00,0.020434721503592792,No
9224,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 12:00:00,0.016846083658101446,No
9225,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 13:00:00,0.3714483499328023,No
9226,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 14:00:00,0.33468874971156887,No
9227,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 15:00:00,0.1768644234874798,No
9228,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 16:00:00,0.2196025258700384,No
9229,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 17:00:00,0.11213463462707207,No
9230,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 18:00:00,0.07923545633046414,No
9231,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 19:00:00,0.003326662550989044,No
9232,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 20:00:00,0.01231421858448941,No
9233,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 21:00:00,0.009272340447872736,No
9234,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 22:00:00,0.04658858374646899,No
9235,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-07 23:00:00,0.010912246894305725,No
9236,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 00:00:00,0.0009762325239584591,No
9237,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 01:00:00,0.0011373902448461027,No
9238,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 02:00:00,0.00337001372443629,No
9239,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 03:00:00,0.004804987049275085,No
9240,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 04:00:00,0.013682653857229915,No
9241,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 05:00:00,0.001729860023539308,No
9242,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 06:00:00,0.009243921905046158,No
9243,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 07:00:00,0.026652127986838664,No
9244,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 08:00:00,0.020201418247460044,No
9245,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 09:00:00,0.11949891238377201,No
9246,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 10:00:00,0.09912250241286309,No
9247,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-08 11:00:00,0.31116755594980366,No
